Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeComments,EmployeeComments_Processed,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,Attrition_No,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,sentiment_label_Negative,sentiment_label_Neutral,sentiment_label_Positive,salary_to_income_ratio,workload_score,career_progress_ratio,promotion_frequency,job_change_frequency,satisfaction_index,attrition_risk_score,average_rating,engagement_potential,attrition_risk_category_High_Risk,attrition_risk_category_Low_Risk,attrition_risk_category_Medium_Risk
40,300,26,3,1,1066,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5,Very frustrated with the work environment.,very frustrated with the work environment.,-0.5709,0.0,0.425,0.575,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,2.6458258901988807,0,0.8888888888888888,1.0,0.2222222222222222,2.0,1.0222222222222221,3.0,3.977777777777778,False,False,True
26,921,1,1,1,1068,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,5,3,5,3,1,3,It's a decent job with normal work environment.,it's a decent job with normal work environment.,0.0,0.0,0.0,1.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,12.582171314741036,1,1.0,3.0,0.3333333333333333,2.5,1.05,2.5,3.95,False,False,True
46,430,1,4,1,1069,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,0,3,2,2,2,2,Amazing experience working here. Highly motivated!,amazing experience working here. highly motivated!,0.8118,0.649,0.0,0.351,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,1.0925718361524352,0,0.125,1.0,0.4166666666666667,3.75,0.30000000000000004,3.0,4.7,False,True,False
54,1082,2,4,1,1070,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0,"Standard work situation, nothing exceptional.","standard work situation, nothing exceptional.",0.0,0.0,0.0,1.0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,0.785253111256667,1,0.7142857142857143,1.25,0.5,2.75,0.9821428571428572,2.5,4.017857142857142,False,True,False
56,1240,9,3,1,1071,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,4,3,5,4,0,3,It's a decent job with normal work environment.,it's a decent job with normal work environment.,0.0,0.0,0.0,1.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,4.1297995242949375,1,0.3157894736842105,6.0,0.15789473684210525,2.25,1.311842105263158,3.0,3.6881578947368423,False,False,True
36,796,12,5,1,1073,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,2,14,8,7,8,Decent workplace but room for improvement.,decent workplace but room for improvement.,0.6124,0.444,0.0,0.556,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,1.7687097866576362,0,0.9375,1.875,0.0625,3.0,0.5125,2.5,4.4875,False,True,False
55,444,2,1,1,1074,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2,It's a decent job with normal work environment.,it's a decent job with normal work environment.,0.0,0.0,0.0,1.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,1.0337769290445784,0,0.3125,1.4285714285714286,0.25,2.5,0.8875,2.5,4.1125,False,True,False
43,415,25,3,1,1076,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,5,3,1,0,0,0,"Work is fine, management is okay.","work is fine, management is okay.",0.4019,0.481,0.0,0.519,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,0.4878229465691268,0,0.10526315789473684,2.0,0.3157894736842105,3.25,0.5539473684210526,2.5,4.446052631578947,False,True,False
20,769,9,3,1,1077,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,3,2,2,0,2,"Standard work situation, nothing exceptional.","standard work situation, nothing exceptional.",0.0,0.0,0.0,1.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,7.403184165232358,1,1.0,3.0,0.6666666666666666,3.25,0.675,3.0,4.325,False,True,False
21,1334,10,3,1,1079,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0,Very frustrated with the work environment.,very frustrated with the work environment.,-0.5709,0.0,0.425,0.575,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,12.17925194071983,1,1.0,1.0,1.0,1.75,1.425,2.5,3.575,False,False,True
46,1003,8,4,1,1080,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,2,3,16,13,1,7,"Job is acceptable, could have more benefits.","job is acceptable, could have more benefits.",0.6361,0.509,0.0,0.491,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,4.5556759098786825,2,0.85,8.5,0.45,2.25,1.5050000000000001,3.0,3.495,False,False,True
51,1323,4,4,1,1081,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,2,4,10,0,2,7,The job meets expectations for the most part.,the job meets expectations for the most part.,0.0,0.0,0.0,1.0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,4.196588139723802,2,0.5789473684210527,3.6666666666666665,0.5263157894736842,2.75,1.3092105263157896,3.0,3.6907894736842106,False,False,True
28,1366,24,2,1,1082,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,2,10,7,1,9,Management is unsupportive and career progression is stagnant.,management is unsupportive and career progression is stagnant.,0.0,0.0,0.0,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,1.4163705147311705,1,1.0,5.5,0.18181818181818182,1.5,1.55,2.5,3.45,False,False,True
26,192,1,2,1,1083,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,2,3,5,3,1,3,Very frustrated with the work environment.,very frustrated with the work environment.,-0.5709,0.0,0.425,0.575,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,2.8162285136501515,0,0.8571428571428571,3.0,0.2857142857142857,1.5,1.2785714285714285,2.5,3.7214285714285715,False,False,True
30,1176,20,3,1,1084,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,1,2,6,2,0,2,The role is satisfactory but could be better.,the role is satisfactory but could be better.,0.6808,0.483,0.0,0.517,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,0.9134364330186785,1,0.875,7.0,0.125,2.25,1.2,3.0,3.8,False,False,True
41,509,7,2,1,1085,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,3,10,6,0,8,The job meets expectations for the most part.,the job meets expectations for the most part.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,5.5857269766064555,0,1.0,11.0,0.18181818181818182,2.75,0.625,3.5,4.375,False,True,False
38,330,17,1,1,1088,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9,Decent workplace but room for improvement.,decent workplace but room for improvement.,0.6124,0.444,0.0,0.556,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,2.788757932910245,0,0.9523809523809523,10.0,0.047619047619047616,2.25,0.8845238095238095,2.5,4.1154761904761905,False,True,False
40,1492,20,4,1,1092,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,6,3,11,10,11,1,"Work is fine, management is okay.","work is fine, management is okay.",0.4019,0.481,0.0,0.519,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,2.5711517969582487,1,0.8,1.0,0.3333333333333333,3.0,0.8400000000000001,3.5,4.16,False,True,False
27,1277,8,5,1,1094,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2,"Work environment is neutral, neither good nor bad.","work environment is neutral, neither good nor bad.",-0.5824,0.0,0.443,0.557,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,1.2697966248377326,1,1.0,2.0,0.5,2.75,0.925,2.0,4.075,False,True,False
55,1091,2,1,1,1096,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2,"Work is fine, management is okay.","work is fine, management is okay.",0.4019,0.481,0.0,0.519,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,1.440557529379612,1,0.16666666666666666,2.0,0.16666666666666666,2.75,1.0916666666666668,3.0,3.908333333333333,False,False,True
28,857,10,3,1,1097,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,4,8,7,1,7,Great company to work for. Management is supportive and fair.,great company to work for. management is supportive and fair.,0.8225,0.551,0.0,0.449,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,2.1603387052717835,1,0.8181818181818182,4.5,0.36363636363636365,3.5,0.5863636363636364,3.0,4.413636363636364,False,True,False
44,1376,1,2,1,1098,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6,The role is satisfactory but could be better.,the role is satisfactory but could be better.,0.6808,0.483,0.0,0.517,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0.2218830487455881,1,0.84,5.25,0.4,2.5,1.082,2.5,3.918,False,False,True
33,654,5,3,1,1099,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,2,3,3,2,1,2,Amazing experience working here. Highly motivated!,amazing experience working here. highly motivated!,0.8118,0.649,0.0,0.351,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,2.9794943820224717,0,0.4,2.0,0.5,3.5,0.37,2.5,4.63,False,True,False
35,1204,4,3,1,1100,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,2,3,8,7,4,7,"Job is acceptable, could have more benefits.","job is acceptable, could have more benefits.",0.6361,0.509,0.0,0.491,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,1.0782635917771053,2,0.9,1.8,0.1,2.25,1.495,3.5,3.505,False,False,True
33,827,29,4,1,1101,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,4,3,13,7,3,8,"Work is fine, management is okay.","work is fine, management is okay.",0.4019,0.481,0.0,0.519,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,0.6939454424484365,1,0.9333333333333333,3.5,0.13333333333333333,2.25,1.1883333333333335,3.0,3.8116666666666665,False,False,True
28,895,15,2,1,1102,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2,"Work is fine, management is okay.","work is fine, management is okay.",0.4019,0.481,0.0,0.519,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,10.182065217391305,1,1.0,1.6666666666666667,0.4,2.5,1.05,3.0,3.95,False,False,True
34,618,3,1,1,1103,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4,Standard corporate job with usual pros and cons.,standard corporate job with usual pros and cons.,0.0,0.0,0.0,1.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,2.8704396029392805,0,0.875,7.0,0.125,2.5,0.775,3.0,4.225,False,True,False
37,309,10,4,1,1105,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,5,3,1,0,0,0,Great company to work for. Management is supportive and fair.,great company to work for. management is supportive and fair.,0.8225,0.551,0.0,0.449,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,3.6180731889469753,1,0.2222222222222222,2.0,0.3333333333333333,3.5,0.7055555555555556,2.5,4.294444444444444,False,True,False
25,1219,4,1,1,1106,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,3,4,7,7,5,6,Fantastic benefits and flexible work arrangements. Really appreciate this.,fantastic benefits and flexible work arrangements. really appreciate this.,0.8777,0.689,0.0,0.311,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,1.2472914409534128,2,1.0,1.3333333333333333,0.25,3.5,0.85,3.0,4.15,False,True,False
26,1330,21,3,1,1107,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,0,2,1,1,0,0,The job meets expectations for the most part.,the job meets expectations for the most part.,0.0,0.0,0.0,1.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,8.146761984861229,1,1.0,2.0,1.0,2.25,1.175,3.5,3.825,False,False,True
33,1017,25,3,1,1108,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,0,3,2,2,2,2,Management is unsupportive and career progression is stagnant.,management is unsupportive and career progression is stagnant.,0.0,0.0,0.0,1.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,1.2934312878133103,2,0.5,1.0,0.8333333333333334,2.0,1.7000000000000002,3.0,3.3,False,False,True
42,469,2,2,1,1109,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,3,22,6,13,7,Standard corporate job with usual pros and cons.,standard corporate job with usual pros and cons.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.815068493150685,0,0.9583333333333334,1.6428571428571428,0.041666666666666664,3.0,0.5083333333333333,3.0,4.491666666666667,False,True,False
28,1009,1,3,1,1111,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,2,3,1,0,0,0,Frustrated with lack of growth opportunities and poor management.,frustrated with lack of growth opportunities and poor management.,-0.5574,0.289,0.489,0.222,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,2.757027339237582,1,1.0,2.0,1.0,1.75,1.425,2.5,3.575,False,False,True
50,959,1,4,1,1113,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,4,3,0,0,0,0,Great company to work for. Management is supportive and fair.,great company to work for. management is supportive and fair.,0.8225,0.551,0.0,0.449,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,3.647917107210827,2,0.16666666666666666,1.0,0.6666666666666666,3.5,1.0166666666666666,3.0,3.9833333333333334,False,False,True
33,970,7,3,1,1114,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2,"Job is acceptable, could have more benefits.","job is acceptable, could have more benefits.",0.6361,0.509,0.0,0.491,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,3.114338833372066,1,0.8,4.0,0.2,3.0,0.8400000000000001,3.0,4.16,False,True,False
34,697,3,4,1,1115,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0,Amazing experience working here. Highly motivated!,amazing experience working here. highly motivated!,0.8118,0.649,0.0,0.351,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,7.542953020134228,0,0.14285714285714285,1.0,0.5714285714285714,3.5,0.4214285714285715,2.5,4.578571428571428,False,True,False
48,1262,1,4,1,1116,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,3,2,5,4,2,1,Standard corporate job with usual pros and cons.,standard corporate job with usual pros and cons.,0.0,0.0,0.0,1.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,0.956650479687315,1,0.21428571428571427,2.0,0.10714285714285714,2.5,1.2071428571428573,4.0,3.7928571428571427,False,False,True
45,1050,9,4,1,1117,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12,It's a decent job with normal work environment.,it's a decent job with normal work environment.,0.0,0.0,0.0,1.0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,3.212370396853772,1,1.0,3.2,0.125,3.0,0.8,2.5,4.2,False,True,False
52,994,7,4,1,1118,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0,"Standard work situation, nothing exceptional.","standard work situation, nothing exceptional.",0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,1.4667815431744209,1,0.47368421052631576,1.8,0.42105263157894735,2.75,1.030263157894737,3.0,3.969736842105263,False,False,True
38,770,10,4,1,1119,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,2,3,8,7,2,7,Standard corporate job with usual pros and cons.,standard corporate job with usual pros and cons.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,0.6371124585287724,1,0.9,3.0,0.1,2.75,0.9450000000000001,2.5,4.055,False,True,False
29,1107,28,4,1,1120,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7,"Standard work situation, nothing exceptional.","standard work situation, nothing exceptional.",0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,10.72286282306163,1,0.6666666666666666,4.0,0.4166666666666667,2.75,0.9916666666666667,3.5,4.008333333333333,False,True,False
28,950,3,3,1,1121,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,3,2,9,7,1,7,The job meets expectations for the most part.,the job meets expectations for the most part.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,1.0500261233019854,1,0.9090909090909091,5.0,0.09090909090909091,2.5,1.0681818181818183,3.0,3.9318181818181817,False,False,True
46,406,3,1,1,1124,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9,"Work is fine, management is okay.","work is fine, management is okay.",0.4019,0.481,0.0,0.519,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0.8929348448414062,0,0.5416666666666666,2.6,0.16666666666666666,2.75,0.7166666666666667,3.0,4.283333333333333,False,True,False
38,130,2,2,1,1125,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,2,3,1,0,0,0,Standard corporate job with usual pros and cons.,standard corporate job with usual pros and cons.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,2.804542981501632,0,0.18181818181818182,2.0,0.7272727272727273,3.0,0.6636363636363636,3.0,4.336363636363636,False,True,False
43,1082,27,3,1,1126,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,1,3,8,7,0,1,The role is satisfactory but could be better.,the role is satisfactory but could be better.,0.6808,0.483,0.0,0.517,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,1.0659828112004437,1,0.47368421052631576,9.0,0.47368421052631576,2.5,1.155263157894737,3.0,3.844736842105263,False,False,True
39,203,2,3,1,1127,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5,"Standard work situation, nothing exceptional.","standard work situation, nothing exceptional.",0.0,0.0,0.0,1.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,1.1131470829909613,0,0.8636363636363636,1.5833333333333333,0.36363636363636365,3.0,0.5272727272727272,3.0,4.472727272727273,False,True,False
40,1308,14,3,1,1128,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,2,4,20,7,4,9,"Job is acceptable, could have more benefits.","job is acceptable, could have more benefits.",0.6361,0.509,0.0,0.491,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,0.8938706883374943,1,0.9545454545454546,4.2,0.09090909090909091,2.75,0.9340909090909091,2.5,4.065909090909091,False,True,False
21,984,1,1,1,1131,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2,The role is satisfactory but could be better.,the role is satisfactory but could be better.,0.6808,0.483,0.0,0.517,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,12.228874939642685,2,1.0,1.0,0.6666666666666666,3.25,0.975,2.5,4.025,False,True,False
39,439,9,3,1,1132,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3,Decent workplace but room for improvement.,decent workplace but room for improvement.,0.6124,0.444,0.0,0.556,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,1.2929382279227482,0,0.6,6.0,1.0,2.5,0.8300000000000001,3.0,4.17,False,True,False
36,217,18,4,1,1133,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,0,3,11,9,0,9,Decent workplace but room for improvement.,decent workplace but room for improvement.,0.6124,0.444,0.0,0.556,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,2.9868894601542415,0,0.631578947368421,12.0,0.15789473684210525,2.25,0.9486842105263158,3.5,4.051315789473684,False,True,False
31,793,20,3,1,1135,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,4,3,2,2,2,2,It's a decent job with normal work environment.,it's a decent job with normal work environment.,0.0,0.0,0.0,1.0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,7.872851002865329,0,0.75,1.0,0.25,2.75,0.675,3.5,4.325,False,True,False
28,1451,2,1,1,1136,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4,Very dissatisfied with compensation and benefits.,very dissatisfied with compensation and benefits.,-0.0754,0.274,0.305,0.421,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,6.218301061836352,1,0.8571428571428571,6.0,0.14285714285714285,1.25,1.7035714285714287,2.5,3.2964285714285713,False,False,True
35,1182,11,2,1,1137,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,3,5,2,0,2,Amazing experience working here. Highly motivated!,amazing experience working here. highly motivated!,0.8118,0.649,0.0,0.351,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,3.7230831153149526,1,1.0,6.0,0.3333333333333333,3.75,0.425,3.0,4.575,False,True,False
49,174,8,4,1,1138,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3,Standard corporate job with usual pros and cons.,standard corporate job with usual pros and cons.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,0.9053425805959912,0,0.43478260869565216,3.3333333333333335,0.30434782608695654,2.75,0.7380434782608696,2.5,4.261956521739131,False,True,False
34,1003,2,2,1,1140,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,3,2,3,2,0,2,Average work conditions and typical responsibilities.,average work conditions and typical responsibilities.,0.0,0.0,0.0,1.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,3.9251363411006444,1,0.6666666666666666,4.0,0.5,3.25,0.7416666666666667,3.0,4.258333333333333,False,True,False
29,490,10,3,1,1143,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,2,7,5,1,1,"Job is acceptable, could have more benefits.","job is acceptable, could have more benefits.",0.6361,0.509,0.0,0.491,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,5.4495747266099634,0,0.8888888888888888,4.0,0.1111111111111111,3.0,0.5222222222222223,3.0,4.477777777777778,False,True,False
42,188,29,3,1,1148,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,3,1,0,0,0,"Standard work situation, nothing exceptional.","standard work situation, nothing exceptional.",0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,2.236835946641704,0,0.11764705882352941,2.0,0.29411764705882354,2.5,0.9264705882352942,2.0,4.073529411764706,False,True,False
29,718,8,1,1,1150,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2,The job meets expectations for the most part.,the job meets expectations for the most part.,0.0,0.0,0.0,1.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,3.497923670160174,1,1.0,5.5,0.18181818181818182,2.75,0.925,2.5,4.075,False,True,False
